CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,EMAIL_ID,CUST_ID,FAID,EMAIL,CALL_ID,CLIENT_ID,FA_ID,CALL_TRANSCRIPT,SENTIMENT,MEETING_ID,CLIENT_ID,ADVISOR_ID,MEETING_PLATFORM,TRANSCRIPT_SUMMARY,ACTION_ITEMS,SENTIMENT,DATE
C0213,Gerald,Cook,12/8/1999,8984,Divorced,112025,Email,(813)722-8761x62303,fostertaylor@green.com,"343 Ward Viaduct Suite 105, Smithfurt, WV 87880",South Justin,CA,80083,Yes,21:54.0,Emergency Fund,17:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3212,C0213,FA023,Zoom,Insurance policy review,List of next steps identified in the discussion.,Negative,12/15/2024
C0214,Kimberly,Wallace,6/15/1952,6106,Single,372551,Phone,+1-047-033-4709x72192,sarabryant@luna-vega.info,"66874 Williams Inlet Apt. 118, Lake Michelle, VT 05394",East Sherry,PA,87087,No,32:32.0,Emergency Fund,45:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3213,C0214,FA024,Zoom,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,12/25/2024
C0215,Emily,Durham,10/26/1968,6626,Single,411171,Phone,001-939-179-2761x936,tamarabrown@hotmail.com,"0500 Munoz Bypass Suite 214, South Vanessa, AK 25333",Robertshire,CA,76920,Yes,09:05.0,Home Purchase,16:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3214,C0215,FA025,Teams,New wealth management plan,List of next steps identified in the discussion.,Positive,2/12/2025
C0216,Alex,Lewis,6/20/1979,7606,Married,130353,Email,(147)307-4907,floreschristine@yahoo.com,"04061 Kimberly Turnpike, Susantown, KY 88386",Brendafort,OH,23520,Yes,35:50.0,Home Purchase,47:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3215,C0216,FA026,Teams,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,2/16/2025
C0217,Jeffrey,Blair,9/17/1999,7635,Married,444216,SMS,(228)122-5274,arodriguez@hotmail.com,"628 Michaela Ridge, Lake Richard, MI 32503",Amandatown,TX,68036,Yes,20:16.0,Education,36:49.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3216,C0217,FA027,Google Meet,Estate planning consultation,List of next steps identified in the discussion.,Positive,3/1/2025
C0218,Hannah,Gonzalez,5/6/2001,2761,Divorced,464109,Phone,595-925-8521x8572,frank91@gmail.com,"3933 Judith Path, Woodsmouth, KS 55208",East Stefanieport,FL,39590,Yes,20:19.0,Education,24:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3217,C0218,FA028,Zoom,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,3/13/2025
C0219,Christopher,Herrera,6/6/1983,6164,Single,327077,Email,(139)141-3086x1763,rickyklein@hotmail.com,"6517 Stanley Crossing Suite 554, West Rosestad, IL 89112",New Justin,MI,66214,No,45:32.0,Investment Growth,53:56.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3218,C0219,FA029,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,10/4/2024
C0220,Andrew,Gray,3/4/1985,3096,Widowed,161079,Phone,-10922,edward56@yahoo.com,"9182 Brendan Wall Apt. 736, Lake Joseburgh, ME 73090",Charlesstad,GA,23645,No,02:10.0,Home Purchase,29:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3219,C0220,FA030,Teams,Insurance policy review,List of next steps identified in the discussion.,Negative,12/22/2024
C0221,John,Jones,9/14/1985,5890,Married,494753,Phone,(512)486-0466x120,debbie30@johnson.com,"PSC 0210, Box 5736, APO AE 77721",Moralesport,FL,28385,Yes,24:12.0,Home Purchase,57:05.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3220,C0221,FA001,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,3/17/2025
C0222,Kathy,Davis,1/8/1988,4673,Widowed,280046,Email,2686709838,scott00@hotmail.com,"Unit 5483 Box 4220, DPO AA 93059",Griffithborough,FL,56134,No,38:14.0,Retirement,40:33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3221,C0222,FA001,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,2/17/2025
C0223,Ashley,Franklin,1/13/1985,9281,Divorced,315078,Phone,308.280.8372x706,jeremy60@flynn-odonnell.org,"PSC 2378, Box 4113, APO AP 20655",Andrewfort,CA,94173,Yes,22:05.0,Retirement,10:55.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3222,C0223,FA001,Zoom,Mortgage refinance analysis,List of next steps identified in the discussion.,Negative,10/5/2024
C0224,Alexandra,Murphy,3/21/1968,7186,Divorced,231384,Email,001-571-095-1253x9163,madelineneal@cook.org,"40676 Austin Vista Apt. 370, Davidport, RI 62172",West Joshua,PA,26522,No,43:33.0,Education,32:48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3223,C0224,FA001,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,3/4/2025
C0225,Stephen,Meyer,11/24/1984,9017,Widowed,215105,Email,001-250-388-6618x926,thomas41@gmail.com,"Unit 6542 Box 0349, DPO AP 09055",West Tracey,PA,73319,No,55:58.0,Education,06:50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3224,C0225,FA001,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Negative,2/13/2025
C0226,Steven,Leon,10/2/2003,6029,Single,50870,SMS,001-417-202-7940x942,baileytimothy@lopez.com,"12326 Barry Plains, West Gabriela, TN 14953",Valerieville,NY,7510,Yes,19:56.0,Retirement,20:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3225,C0226,FA001,Zoom,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,3/10/2025
C0227,Crystal,Dominguez,11/12/1987,2447,Single,241505,SMS,(213)500-0774x73015,codyjohnson@hanson.biz,"669 Heidi Place, Jacksonburgh, OR 25112",Garciaberg,MI,64053,No,05:06.0,Education,23:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3226,C0227,FA001,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,1/22/2025
C0228,Jeremy,Jones,11/3/2000,4286,Divorced,293788,Email,531-258-1535,jeffrey90@williams.biz,"4558 Jackson Extensions, Vargasfort, ID 63554",East Amandachester,NY,41192,No,19:59.0,Investment Growth,44:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3227,C0228,FA001,Teams,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,11/18/2024
C0229,Emily,Moss,4/30/1959,5654,Married,203368,Phone,620-466-3285,james70@yahoo.com,"087 Ward Plaza, Port Stefanie, MD 29682",Lake Tara,NY,42462,No,00:38.0,Emergency Fund,20:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3228,C0229,FA001,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,10/10/2024
C0230,Amanda,Martinez,12/25/1977,6333,Widowed,240409,SMS,621-079-2251,paulward@hotmail.com,"0410 Bullock Stravenue Apt. 589, Port Jerryburgh, TN 14704",South Kenneth,NY,81529,Yes,42:14.0,Home Purchase,29:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3229,C0230,FA002,Zoom,Discussed 401(k) rollover,List of next steps identified in the discussion.,Positive,1/31/2025
C0231,Jason,Aguilar,9/19/1985,6889,Widowed,124358,Email,+1-506-947-3755x5267,wattserica@gmail.com,"4102 Kevin Knolls Apt. 846, New Traceyborough, VA 25369",Perezchester,NC,66947,No,16:52.0,Education,50:54.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3230,C0231,FA003,Google Meet,New wealth management plan,List of next steps identified in the discussion.,Neutral,3/11/2025
C0232,Elizabeth,Lawrence,11/16/1967,1552,Single,228853,SMS,428.402.0725x13359,amandahall@jensen.com,"PSC 8057, Box 3177, APO AP 53136",South Sean,NY,16031,Yes,32:02.0,Education,48:11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3231,C0232,FA004,Teams,Estate planning consultation,List of next steps identified in the discussion.,Negative,10/13/2024
C0233,David,Taylor,5/15/1985,1871,Married,156536,Phone,434.074.7232x4715,gonzalezdenise@martin.org,"645 Adam Lodge, South Lucas, OK 62392",Lesliehaven,CA,56282,Yes,58:16.0,Investment Growth,51:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3232,C0233,FA005,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,10/4/2024
C0234,Louis,Moses,10/4/1966,4346,Single,300296,Email,176-016-7469x50687,callahanrenee@yahoo.com,"688 Audrey Walks Suite 421, Lake Mark, MN 04423",Gracehaven,MI,92500,No,22:06.0,Investment Growth,43:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3233,C0234,FA006,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Positive,2/11/2025
C0235,Christopher,Douglas,4/3/1990,2006,Married,239447,Email,968343990,collinscaitlin@gmail.com,"134 Kidd Underpass, New Stephen, MA 22632",Davidmouth,FL,93837,Yes,37:58.0,Emergency Fund,06:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3234,C0235,FA007,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,1/11/2025
C0236,Taylor,Marshall,5/27/1995,4472,Divorced,68642,SMS,-9267,yware@sutton-hudson.org,"18656 Smith Key, Williammouth, ND 85592",Waltersmouth,NC,45137,Yes,50:11.0,Education,58:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3235,C0236,FA008,Google Meet,Debt consolidation advice,List of next steps identified in the discussion.,Positive,12/5/2024
C0237,Michelle,Day,7/25/1997,2038,Single,273483,SMS,+1-614-778-0208x739,tanderson@sullivan-becker.com,"617 Ruiz Glen, Hernandezshire, OR 64935",Robertstad,CA,8824,Yes,27:05.0,Home Purchase,16:38.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3236,C0237,FA009,Teams,Insurance policy review,List of next steps identified in the discussion.,Negative,11/12/2024
C0238,Daniel,Hernandez,12/2/1960,7560,Single,378476,Phone,943-062-4857x82597,woodsjack@gmail.com,"1438 Brenda Locks, North Melissa, WV 72197",East Scottland,GA,78927,No,21:27.0,Investment Growth,02:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3237,C0238,FA010,Google Meet,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,11/11/2024
C0239,Angel,Dixon,12/20/1987,3563,Married,153138,SMS,+1-876-010-2704x943,kbarrera@gmail.com,"69700 Williams Pass, South Leslieborough, WA 11764",Ayalaburgh,TX,63207,No,02:33.0,Education,03:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3238,C0239,FA011,Google Meet,Insurance policy review,List of next steps identified in the discussion.,Positive,11/28/2024
C0240,Kimberly,Davis,10/18/1972,8726,Divorced,93720,Email,-2122,njackson@white.com,"411 Jesse Stravenue Apt. 733, North Robert, TX 83729",Donaldport,OH,14000,Yes,24:20.0,Home Purchase,45:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3239,C0240,FA001,Zoom,Estate planning consultation,List of next steps identified in the discussion.,Negative,10/29/2024
C0241,Roger,Hull,11/2/1970,2894,Single,417335,Email,+1-665-024-7170x8560,leah85@hotmail.com,"3375 Susan Path Suite 949, Loganchester, CA 11916",Smithmouth,NC,76601,Yes,29:52.0,Retirement,11:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3240,C0241,FA002,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,11/10/2024
C0242,Michael,Vega,8/2/1983,6701,Single,377295,Email,001-018-636-5935x276,stephanie69@hotmail.com,"80174 Mccoy Road, Rachelburgh, CA 98844",North Sarahport,NC,38650,Yes,33:08.0,Education,55:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3241,C0242,FA003,Google Meet,Mortgage refinance analysis,List of next steps identified in the discussion.,Positive,2/20/2025
C0243,Robin,Harris,6/8/1983,9075,Single,433299,Email,+1-366-156-3202x65993,shanemitchell@mata.info,"9311 Silva Brook Apt. 584, North Stacyburgh, VA 09217",Reginaburgh,MI,89852,Yes,50:40.0,Retirement,59:59.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3242,C0243,FA004,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Neutral,1/10/2025
C0244,Madeline,Wade,3/13/1992,8737,Married,461457,Phone,462.213.9821,mataclaudia@lee-mcgrath.biz,"5824 Lewis Park Suite 153, New Stephaniehaven, NY 60861",West Justinshire,PA,4329,No,37:58.0,Investment Growth,15:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3243,C0244,FA005,Teams,Discussed 401(k) rollover,List of next steps identified in the discussion.,Neutral,1/12/2025
C0245,Troy,Rodriguez,10/4/1974,5425,Divorced,109204,Email,+1-717-367-6578x550,stephen67@rangel.biz,"8462 Taylor Ranch Suite 257, Williamston, MN 63419",Port Laurenland,CA,59701,Yes,40:09.0,Retirement,32:33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3244,C0245,FA006,Zoom,New wealth management plan,List of next steps identified in the discussion.,Neutral,12/8/2024
C0246,Steven,Morales,1/26/1949,7092,Single,83334,Phone,740-288-1876,robinoneill@hotmail.com,"23312 Joseph Forges, Hallborough, MS 26544",Kyleberg,OH,63478,Yes,24:38.0,Emergency Fund,29:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3245,C0246,FA007,Zoom,Tax strategies for upcoming year,List of next steps identified in the discussion.,Neutral,10/14/2024
C0247,Duane,Schmidt,8/29/2001,6005,Married,392568,Phone,010-230-9645x39650,jamie34@anderson.com,"54732 Payne Loaf, West Loretta, OH 91229",Andreashire,PA,80883,No,33:57.0,Emergency Fund,10:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3246,C0247,FA008,Zoom,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,12/4/2024
C0248,Seth,Mccormick,9/24/1978,1597,Divorced,60193,Email,001-062-779-9229x066,gordonjacqueline@hodges-hill.net,"027 Jones Manors Apt. 744, New Laurenfurt, MT 69427",East Gregory,FL,66939,No,06:27.0,Education,01:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3247,C0248,FA009,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,11/12/2024
C0249,Alexander,Webb,6/15/1970,4742,Divorced,167777,SMS,(062)175-4890x32395,obailey@yahoo.com,"00387 Jennifer Village Apt. 786, Simschester, CA 91049",Hernandezside,TX,29486,Yes,48:43.0,Investment Growth,46:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3248,C0249,FA010,Zoom,Tax strategies for upcoming year,List of next steps identified in the discussion.,Negative,1/28/2025
C0250,Kayla,Shaw,6/23/1954,6130,Widowed,49605,SMS,(592)307-3852,flemingalicia@turner.com,"9767 Maria Flat, Seanbury, TN 07369",Lake Matthewbury,NC,59327,No,05:02.0,Emergency Fund,16:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3249,C0250,FA011,Zoom,Reviewed quarterly performance,List of next steps identified in the discussion.,Positive,3/19/2025
C0251,Patrick,Garrett,9/20/1959,9517,Single,429167,Phone,(106)723-1432x3443,nharmon@gmail.com,"389 Ellen Port Apt. 342, Martinburgh, PA 18280",West Davidfort,CA,75567,Yes,27:18.0,Education,30:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3250,C0251,FA023,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Positive,9/26/2024
C0252,Ryan,Stephens,7/10/1970,3527,Married,241354,Email,001-130-632-4566x324,fjenkins@griffin-henderson.com,"07930 Tyler Terrace, Port Martinview, CA 02316",West Willie,PA,95317,Yes,17:23.0,Investment Growth,56:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3251,C0252,FA024,Google Meet,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,12/19/2024
C0253,Joshua,Kaiser,6/10/1977,4151,Married,89858,Phone,343.847.6429,droman@gmail.com,"245 Beth Springs Suite 610, West Jeremymouth, CT 63723",East Sarah,IL,12942,No,44:48.0,Education,56:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3252,C0253,FA025,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Neutral,11/21/2024
C0254,David,Lawrence,12/27/1989,3949,Widowed,187824,Email,(675)282-6254,kharvey@yahoo.com,"2605 Mckinney Trail Suite 018, Jonesmouth, ME 86090",East Yvonneside,CA,68606,No,26:06.0,Retirement,28:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3253,C0254,FA026,Zoom,New wealth management plan,List of next steps identified in the discussion.,Negative,10/8/2024
C0255,Anthony,Mueller,9/1/1987,4281,Divorced,278945,Email,430-438-3139,ryan96@ruiz-lee.org,"1937 Duane Station Apt. 346, Johnsonmouth, NY 68798",Port Randymouth,CA,46618,No,46:46.0,Retirement,09:04.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3254,C0255,FA027,Teams,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,11/19/2024
C0256,Steven,Kaufman,9/17/1981,6339,Divorced,442264,Email,3203041039,kcohen@thomas.info,"2081 Mary Mountains, Marvinview, NM 59588",Lake Amandafort,IL,85701,No,45:16.0,Retirement,49:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3255,C0256,FA028,Zoom,Mortgage refinance analysis,List of next steps identified in the discussion.,Negative,11/6/2024
C0257,Christopher,Drake,2/2/1976,6704,Single,243985,SMS,(247)764-1961x89287,lynchcarlos@yahoo.com,"068 Watson Cliffs Apt. 450, Johnsonhaven, ND 03939",Carolmouth,GA,27987,Yes,31:46.0,Home Purchase,40:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3256,C0257,FA029,Zoom,Mortgage refinance analysis,List of next steps identified in the discussion.,Positive,2/9/2025
C0258,Alan,Arnold,12/27/1958,8906,Widowed,119201,SMS,(302)427-0501x137,john22@wells-yu.info,"2140 Cooper Centers Suite 764, New Brian, IA 64655",New Andrewmouth,OH,44709,No,58:03.0,Emergency Fund,05:57.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3257,C0258,FA030,Zoom,Mortgage refinance analysis,List of next steps identified in the discussion.,Positive,1/4/2025
C0259,Michelle,Johnson,10/19/1966,1012,Divorced,368477,Phone,978-931-8270,danielhughes@wood.org,"854 Willis Port, South Kelly, PA 17061",Charlesfurt,TX,38704,No,53:41.0,Home Purchase,09:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3258,C0259,FA001,Teams,Estate planning consultation,List of next steps identified in the discussion.,Positive,3/14/2025
C0260,Jocelyn,Freeman,7/31/1946,7111,Divorced,67890,Email,525-255-2268x94500,kwilliamson@hotmail.com,"8230 Owens Landing Suite 914, Victorialand, ID 42945",Ramirezview,PA,57187,No,38:09.0,Home Purchase,16:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3259,C0260,FA001,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,1/22/2025
C0261,Ashley,Brown,7/10/1971,5236,Married,285356,SMS,001-034-117-5409x3994,irios@galvan-gentry.com,"0919 Susan Roads Suite 203, South Dustinview, MS 15558",Williamhaven,FL,33447,Yes,43:49.0,Emergency Fund,21:04.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3260,C0261,FA001,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,12/10/2024
C0262,Jeffrey,Nelson,9/19/1989,4215,Widowed,365696,Phone,+1-041-627-2774x363,karavaughn@blankenship.net,"62932 Lozano Port, East Kenneth, IA 70504",North Kellyberg,NC,64252,No,15:50.0,Retirement,45:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3261,C0262,FA001,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,10/27/2024
C0263,April,Matthews,10/6/1998,1090,Married,161850,Phone,001-430-225-5560x6430,joneskristina@garcia.biz,"3069 Nancy Heights Suite 407, Lake Audrey, HI 02340",Ericmouth,NY,3325,Yes,43:29.0,Emergency Fund,55:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3262,C0263,FA001,Google Meet,Discussed 401(k) rollover,List of next steps identified in the discussion.,Neutral,3/23/2025
C0264,Scott,Baldwin,6/24/1961,8044,Single,305452,Phone,697.728.7815,tonyawarner@wilson.org,"03073 Sullivan Glens Suite 677, North Danielmouth, NH 89128",Munozmouth,IL,1090,No,23:47.0,Education,41:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3263,C0264,FA001,Zoom,New wealth management plan,List of next steps identified in the discussion.,Negative,12/8/2024
C0265,Raymond,White,7/9/1945,5346,Married,162312,SMS,(925)435-1872x8789,martinezcasey@gmail.com,"91674 Garcia Tunnel Apt. 218, Hoganfort, PA 40307",West Thomas,OH,7198,Yes,57:11.0,Home Purchase,23:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3264,C0265,FA001,Zoom,Discussed 401(k) rollover,List of next steps identified in the discussion.,Positive,1/11/2025
C0266,Patricia,Ortiz,5/19/1964,3609,Divorced,113745,Email,(961)455-9423,breynolds@gmail.com,"117 Stephen Fall Apt. 909, Rogersville, MA 02443",West Michele,PA,85135,Yes,23:15.0,Emergency Fund,04:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3265,C0266,FA001,Teams,Mortgage refinance analysis,List of next steps identified in the discussion.,Negative,1/11/2025
C0267,Christopher,James,11/17/1979,2819,Married,343107,SMS,954-548-9529x61788,matthew87@yahoo.com,"21865 Joseph Underpass Apt. 052, Davidchester, WA 82884",North Brittney,FL,40140,No,42:39.0,Education,30:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3266,C0267,FA001,Zoom,Investment portfolio restructuring,List of next steps identified in the discussion.,Negative,10/28/2024
C0268,Elijah,Hall,9/21/1998,8841,Widowed,231483,Phone,370-435-6604,jennifer94@wilkins.com,"610 Jack Wall Apt. 129, North Paula, VA 07349",New Tina,CA,97526,No,04:32.0,Retirement,32:27.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3267,C0268,FA002,Teams,New wealth management plan,List of next steps identified in the discussion.,Positive,11/13/2024
C0269,Kelly,Lee,1/27/1952,2046,Married,408373,Email,(660)417-7630,hwaller@gonzalez-schultz.com,"565 Ruiz Glen Apt. 742, Lisaburgh, NM 57709",Sarahport,PA,76933,No,25:31.0,Education,04:59.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3268,C0269,FA003,Google Meet,Discussed 401(k) rollover,List of next steps identified in the discussion.,Positive,1/18/2025
C0270,Tammy,Miller,12/13/1969,9004,Single,386346,Email,+1-450-003-3181x96114,rebeccacohen@hotmail.com,"0801 Welch Skyway, West Amanda, IN 33449",East Raymond,GA,58021,No,19:32.0,Retirement,21:41.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3269,C0270,FA004,Teams,Debt consolidation advice,List of next steps identified in the discussion.,Negative,1/8/2025
C0271,Charles,Johnson,4/1/1982,7079,Single,141645,Email,(062)065-1426,hallbryan@mays.org,"217 Jennifer Neck Suite 553, Lake Donaldmouth, KY 66590",New James,CA,34514,No,04:35.0,Home Purchase,53:01.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3270,C0271,FA005,Teams,Estate planning consultation,List of next steps identified in the discussion.,Negative,2/10/2025
C0272,Michael,Perry,7/25/1966,8737,Divorced,409916,Email,854.479.5362x37242,drodriguez@gmail.com,"239 Melissa Path, Martinmouth, WA 68567",Michaelville,IL,24559,Yes,30:45.0,Home Purchase,25:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3271,C0272,FA006,Google Meet,Debt consolidation advice,List of next steps identified in the discussion.,Positive,1/27/2025
C0273,Christina,Jones,10/26/1971,7257,Married,183642,Email,(407)220-0160x61125,ysmith@bowers.com,"60342 Weeks Knolls, East Edward, MA 94490",Jessicaside,PA,11853,No,08:46.0,Retirement,21:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3272,C0273,FA007,Google Meet,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,10/11/2024
C0274,Ariel,Brown,7/17/1986,3465,Widowed,450113,Phone,(118)833-1336x6081,kevingriffin@hotmail.com,"Unit 8084 Box 0364, DPO AE 92290",Pierceburgh,PA,8007,No,30:49.0,Education,02:20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3273,C0274,FA008,Zoom,Tax strategies for upcoming year,List of next steps identified in the discussion.,Positive,1/16/2025
C0275,Michelle,Ortiz,11/20/1949,7235,Married,335891,SMS,001-807-346-6393,weaverelizabeth@gmail.com,"7259 Sara Well, Kathrynberg, MN 24228",Taylorton,IL,49370,Yes,35:26.0,Investment Growth,20:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3274,C0275,FA009,Teams,Reviewed quarterly performance,List of next steps identified in the discussion.,Neutral,2/4/2025
C0276,James,Velez,7/16/1987,9220,Widowed,495782,Phone,7968635412,david02@wilson.com,"Unit 1428 Box 4121, DPO AE 75855",Kathyfurt,NY,88261,Yes,30:11.0,Retirement,36:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3275,C0276,FA010,Teams,Insurance policy review,List of next steps identified in the discussion.,Positive,1/29/2025
C0277,Brandi,Jones,1/24/1955,8397,Single,241060,Phone,973-515-9238x687,nortonkristin@hotmail.com,"337 Stewart Harbors Suite 201, South Samanthaview, KY 09556",Ericbury,IL,20551,No,48:34.0,Investment Growth,28:39.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3276,C0277,FA011,Teams,Investment portfolio restructuring,List of next steps identified in the discussion.,Positive,2/14/2025
C0278,Joshua,Gutierrez,5/11/1964,6221,Divorced,308589,Phone,+1-015-884-0965x5916,crawforddavid@cobb.biz,"1229 Montgomery Rapids, New Courtney, AL 57704",East Kylieville,NY,6198,No,30:23.0,Education,50:43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M3277,C0278,FA001,Zoom,Insurance policy review,List of next steps identified in the discussion.,Positive,3/11/2025
