CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,BRANCH_ID,BRANCH_OFFICER,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,CLIENT_ID,ENGAGEMENT_SCORE,FOLLOW_UP_PENDING,FOLLOW_UPS_COMPLETED,FOLLOW_UP_DATE,FINANCIAL_ADVISOR_ID,FINANCIAL_ADVISOR_NAME,ROLE,CUSTOMER_ID,FIRST_NAME,LAST_NAME,ASSET_ID,ASSET_TYPE,ASSET_STATUS,PURCHASE_DATE,PROPERTY_VALUE,HOLDINGID,CLIENTID,INVESTMENTTYPEID,PRODUCTNAME,PRODUCTSYMBOL,SECTOR,QUANTITY,PURCHASEPRICE,MARKETPRICE,VALUE,PURCHASEDATE,DIVIDENDYIELD,RISKLEVEL,ASSETCLASS,ACCOUNTTYPE,BROKERNAME,LASTUPDATED,INVESTMENTID,INVESTMENTTYPE,DESCRIPTION,PRODUCTS_EXAMPLES,WHOBUYS,CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMPLOYEE_ID,EMPLOYER_NAME,JOB_TITLE,START_DATE,PREVIOUS_EMPLOYER,CUSTOMER_ID,FIRST_NAME,LAST_NAME,MARITAL_STATUS,PREVIOUS_MARITAL_STATUS,STATUS_CHANGE_DATE,TRANSACTION_ID,CUSTOMER_ID,TRANSACTION_DATE,TRANSACTION_DESCRIPTION,TRANSACTION_AMOUNT,TRANSACTION_TYPE,BANK_NAME
C0306,Jesse,Ware,4/3/1973,7611,Widowed,88456,SMS,(984)182-5400x505,michaelbarr@farmer.com,"1660 Leah Lock, South Chad, WI 34239",Stephenmouth,IL,3052,No,16:03.0,Retirement,07:07.0,B109,BO_4,FA005,David Wilson,C0306,54,1,10,11/24/2024,FA005,David Wilson,Financial Advisor,C0306,Jesse,Ware,A9124,Townhouse,Sold,5/9/2019,622683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0306,Jesse,Ware,E87639,TechCorp,Software Engineer,11/18/2022,StartupX,C0306,Jesse,Ware,Married,Widowed,11/23/2020,T10484,C0306,9/21/2024,401k Withdrawal,34543.89,Credit,Citibank
C0306,Jesse,Ware,4/3/1973,7611,Widowed,88456,SMS,(984)182-5400x505,michaelbarr@farmer.com,"1660 Leah Lock, South Chad, WI 34239",Stephenmouth,IL,3052,No,16:03.0,Retirement,07:07.0,B109,BO_4,FA005,David Wilson,C0306,54,1,10,11/24/2024,FA005,David Wilson,Financial Advisor,C0306,Jesse,Ware,A9124,Townhouse,Sold,5/9/2019,622683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0306,Jesse,Ware,E87639,TechCorp,Software Engineer,11/18/2022,StartupX,C0306,Jesse,Ware,Married,Widowed,11/23/2020,T10719,C0306,7/20/2024,Salary Credit - New Employer XYZ,39614.33,Debit,Citibank
C0306,Jesse,Ware,4/3/1973,7611,Widowed,88456,SMS,(984)182-5400x505,michaelbarr@farmer.com,"1660 Leah Lock, South Chad, WI 34239",Stephenmouth,IL,3052,No,16:03.0,Retirement,07:07.0,B109,BO_4,FA005,David Wilson,C0306,54,1,10,11/24/2024,FA005,David Wilson,Financial Advisor,C0306,Jesse,Ware,A9124,Townhouse,Sold,5/9/2019,622683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0306,Jesse,Ware,E87639,TechCorp,Software Engineer,11/18/2022,StartupX,C0306,Jesse,Ware,Married,Widowed,11/23/2020,T10954,C0306,6/16/2024,Estate Settlement Funds Received,16122.83,Credit,Wells Fargo
C0307,Mario,Lambert,2/5/1985,5385,Single,172772,SMS,9588139734,christopher53@willis-martinez.com,"41430 Ortiz Well Suite 701, Mooreside, WI 71061",Josephville,IL,4649,Yes,32:28.0,Education,06:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0307,Mario,Lambert,A2379,Townhouse,Sold,1/21/2016,355975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0307,Mario,Lambert,E99055,GovSector,Marketing Manager,9/26/2023,StartupX,C0307,Mario,Lambert,Divorced,Widowed,10/4/2022,T11524,C0307,9/4/2024,Moving Expenses Reimbursement,49308.93,Debit,Bank of America
C0308,Richard,Meyers,1/7/1950,5468,Widowed,364931,Phone,690-318-1472,olivergabrielle@robertson-howard.com,"PSC 0510, Box 6807, APO AA 04917",Lake Jonathan,PA,93703,No,56:30.0,Retirement,18:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0308,Richard,Meyers,A9263,Condo,Mortgaged,7/26/2022,107124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0308,Richard,Meyers,E84334,RetailWorks,HR Specialist,12/28/2024,EduWorld,C0308,Richard,Meyers,Divorced,Married,2/22/2023,T10577,C0308,9/11/2024,Pension Fund Deposit,4714.36,Debit,Wells Fargo
C0308,Richard,Meyers,1/7/1950,5468,Widowed,364931,Phone,690-318-1472,olivergabrielle@robertson-howard.com,"PSC 0510, Box 6807, APO AA 04917",Lake Jonathan,PA,93703,No,56:30.0,Retirement,18:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0308,Richard,Meyers,A9263,Condo,Mortgaged,7/26/2022,107124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0308,Richard,Meyers,E84334,RetailWorks,HR Specialist,12/28/2024,EduWorld,C0308,Richard,Meyers,Divorced,Married,2/22/2023,T11801,C0308,9/6/2024,Government Child Benefit Deposit,30223.53,Credit,Capital One
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B106,BO_6,FA028,Victoria Evans,C0309,27,3,5,2/2/2025,FA028,Victoria Evans,Financial Advisor,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T10233,C0309,8/6/2024,HR Onboarding Bonus,3478.52,Debit,Wells Fargo
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B106,BO_6,FA028,Victoria Evans,C0309,27,3,5,2/2/2025,FA028,Victoria Evans,Financial Advisor,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11430,C0309,7/24/2024,HR Onboarding Bonus,43305.89,Credit,Wells Fargo
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B106,BO_6,FA028,Victoria Evans,C0309,27,3,5,2/2/2025,FA028,Victoria Evans,Financial Advisor,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11507,C0309,2/18/2025,SSA Retirement Benefit - March 2025,18673.58,Debit,Capital One
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B106,BO_6,FA028,Victoria Evans,C0309,27,3,5,2/2/2025,FA028,Victoria Evans,Financial Advisor,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11095,C0309,9/3/2024,Car Dealership Payment - Tesla,45506.83,Debit,Capital One
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B108,BO_9,FA002,Emily Johnson,C0309,57,3,8,3/18/2025,FA002,Emily Johnson,Compliance Officer,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T10233,C0309,8/6/2024,HR Onboarding Bonus,3478.52,Debit,Wells Fargo
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B108,BO_9,FA002,Emily Johnson,C0309,57,3,8,3/18/2025,FA002,Emily Johnson,Compliance Officer,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11430,C0309,7/24/2024,HR Onboarding Bonus,43305.89,Credit,Wells Fargo
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B108,BO_9,FA002,Emily Johnson,C0309,57,3,8,3/18/2025,FA002,Emily Johnson,Compliance Officer,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11507,C0309,2/18/2025,SSA Retirement Benefit - March 2025,18673.58,Debit,Capital One
C0309,Natalie,Murphy,12/24/1949,2972,Single,90627,SMS,736-988-8104x48265,daniellefinley@arnold.com,"721 Jason Plains Apt. 607, Amyshire, TX 23575",Davisview,GA,12530,Yes,39:32.0,Emergency Fund,13:09.0,B108,BO_9,FA002,Emily Johnson,C0309,57,3,8,3/18/2025,FA002,Emily Johnson,Compliance Officer,C0309,Natalie,Murphy,A5973,Condo,Mortgaged,1/12/2023,808912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0309,Natalie,Murphy,E35542,EduWorld,Operations Manager,1/11/2025,GovSector,C0309,Natalie,Murphy,Divorced,Married,11/30/2022,T11095,C0309,9/3/2024,Car Dealership Payment - Tesla,45506.83,Debit,Capital One
C0310,Margaret,West,11/11/1999,4727,Married,113318,Email,(714)038-9382x774,aguilarbrian@park.info,"8114 Pamela Ridge, North Wendy, PA 95076",East Chadtown,NC,81750,Yes,24:51.0,Home Purchase,25:48.0,B103,BO_2,FA022,Harper Walker,C0310,99,3,7,3/23/2025,FA022,Harper Walker,Financial Advisor,C0310,Margaret,West,A1943,Luxury Estate,Mortgaged,2/13/2022,174065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0310,Margaret,West,E60916,FinanceInc,HR Specialist,12/21/2024,TechCorp,C0310,Margaret,West,Widowed,Married,11/4/2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0311,Daniel,Flores,2/7/1958,5461,Single,466572,Phone,(314)006-8868x5562,duane28@byrd-miles.org,"166 Copeland Lock Suite 886, Sharonstad, MO 64483",Kellyfurt,NC,51840,No,57:09.0,Investment Growth,33:03.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0311,Daniel,Flores,A9533,Townhouse,Owned,8/2/2015,827355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0311,Daniel,Flores,E70924,RetailWorks,Software Engineer,4/11/2020,StartupX,C0311,Daniel,Flores,Married,Single,7/12/2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B109,BO_3,FA002,Emily Johnson,C0312,86,4,3,2/24/2025,FA002,Emily Johnson,Compliance Officer,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10167,C0312,8/13/2024,SSA Retirement Benefit - March 2025,2299.15,Debit,Capital One
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B109,BO_3,FA002,Emily Johnson,C0312,86,4,3,2/24/2025,FA002,Emily Johnson,Compliance Officer,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10182,C0312,11/14/2024,Government Child Benefit Deposit,42872.02,Credit,Chase
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B109,BO_3,FA002,Emily Johnson,C0312,86,4,3,2/24/2025,FA002,Emily Johnson,Compliance Officer,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10319,C0312,5/14/2024,Pension Fund Deposit,28225.18,Debit,Chase
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B109,BO_3,FA002,Emily Johnson,C0312,86,4,3,2/24/2025,FA002,Emily Johnson,Compliance Officer,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10781,C0312,12/23/2024,Insurance Payment - Geico,41960.71,Debit,Capital One
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B109,BO_3,FA002,Emily Johnson,C0312,86,4,3,2/24/2025,FA002,Emily Johnson,Compliance Officer,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T11993,C0312,4/30/2024,Estate Settlement Funds Received,10043.65,Debit,Citibank
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B110,BO_4,FA018,Amelia Adams,C0312,82,3,6,10/23/2024,FA018,Amelia Adams,Financial Advisor,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10167,C0312,8/13/2024,SSA Retirement Benefit - March 2025,2299.15,Debit,Capital One
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B110,BO_4,FA018,Amelia Adams,C0312,82,3,6,10/23/2024,FA018,Amelia Adams,Financial Advisor,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10182,C0312,11/14/2024,Government Child Benefit Deposit,42872.02,Credit,Chase
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B110,BO_4,FA018,Amelia Adams,C0312,82,3,6,10/23/2024,FA018,Amelia Adams,Financial Advisor,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10319,C0312,5/14/2024,Pension Fund Deposit,28225.18,Debit,Chase
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B110,BO_4,FA018,Amelia Adams,C0312,82,3,6,10/23/2024,FA018,Amelia Adams,Financial Advisor,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T10781,C0312,12/23/2024,Insurance Payment - Geico,41960.71,Debit,Capital One
C0312,Roberto,Cuevas,5/22/1970,8471,Single,377109,Phone,917.696.4168x36565,tammybrown@sullivan.net,"88250 Philip Divide Suite 118, Burnettmouth, WA 47408",Jasonburgh,PA,59526,Yes,42:42.0,Education,19:23.0,B110,BO_4,FA018,Amelia Adams,C0312,82,3,6,10/23/2024,FA018,Amelia Adams,Financial Advisor,C0312,Roberto,Cuevas,A4603,Luxury Estate,Sold,8/11/2019,387128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0312,Roberto,Cuevas,E88273,FinanceInc,Marketing Manager,5/30/2020,GovSector,C0312,Roberto,Cuevas,Single,Widowed,1/16/2022,T11993,C0312,4/30/2024,Estate Settlement Funds Received,10043.65,Debit,Citibank
C0313,Jeffrey,Martin,4/30/1953,4312,Divorced,474926,SMS,(882)713-1833x50752,daniel46@johnson-vega.com,"717 Sean Inlet Suite 585, Mcmillanland, HI 89972",Williamschester,NC,41347,No,57:48.0,Home Purchase,40:55.0,B105,BO_6,FA006,Emma Thompson,C0313,33,4,9,1/1/2025,FA006,Emma Thompson,Financial Advisor,C0313,Jeffrey,Martin,A6557,Luxury Estate,Owned,9/30/2018,698087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0313,Jeffrey,Martin,E29172,StartupX,Operations Manager,8/5/2023,HealthPlus,C0313,Jeffrey,Martin,Married,Divorced,1/26/2021,T10800,C0313,6/10/2024,Property Down Payment,40491.13,Debit,Wells Fargo
C0313,Jeffrey,Martin,4/30/1953,4312,Divorced,474926,SMS,(882)713-1833x50752,daniel46@johnson-vega.com,"717 Sean Inlet Suite 585, Mcmillanland, HI 89972",Williamschester,NC,41347,No,57:48.0,Home Purchase,40:55.0,B105,BO_3,FA025,Joshua Moore,C0313,57,5,2,3/19/2025,FA025,Joshua Moore,Financial Advisor,C0313,Jeffrey,Martin,A6557,Luxury Estate,Owned,9/30/2018,698087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0313,Jeffrey,Martin,E29172,StartupX,Operations Manager,8/5/2023,HealthPlus,C0313,Jeffrey,Martin,Married,Divorced,1/26/2021,T10800,C0313,6/10/2024,Property Down Payment,40491.13,Debit,Wells Fargo
C0313,Jeffrey,Martin,4/30/1953,4312,Divorced,474926,SMS,(882)713-1833x50752,daniel46@johnson-vega.com,"717 Sean Inlet Suite 585, Mcmillanland, HI 89972",Williamschester,NC,41347,No,57:48.0,Home Purchase,40:55.0,B107,BO_2,FA015,Alexander King,C0313,66,0,3,3/2/2025,FA015,Alexander King,Financial Advisor,C0313,Jeffrey,Martin,A6557,Luxury Estate,Owned,9/30/2018,698087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0313,Jeffrey,Martin,E29172,StartupX,Operations Manager,8/5/2023,HealthPlus,C0313,Jeffrey,Martin,Married,Divorced,1/26/2021,T10800,C0313,6/10/2024,Property Down Payment,40491.13,Debit,Wells Fargo
C0314,Stephanie,Carrillo,3/16/1962,7354,Divorced,398532,Email,341521988,pobrien@butler-house.info,"522 Walters Lodge, Lake Monicamouth, ND 15091",West Laurenport,OH,34925,No,40:35.0,Investment Growth,37:03.0,B102,BO_6,FA002,Emily Johnson,C0314,48,5,1,1/14/2025,FA002,Emily Johnson,Compliance Officer,C0314,Stephanie,Carrillo,A6085,Luxury Estate,Sold,7/8/2017,210291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0314,Stephanie,Carrillo,E13747,RetailWorks,Software Engineer,3/7/2021,FinanceInc,C0314,Stephanie,Carrillo,Divorced,Single,4/25/2020,T10748,C0314,12/8/2024,401k Withdrawal,36291.24,Debit,Citibank
C0314,Stephanie,Carrillo,3/16/1962,7354,Divorced,398532,Email,341521988,pobrien@butler-house.info,"522 Walters Lodge, Lake Monicamouth, ND 15091",West Laurenport,OH,34925,No,40:35.0,Investment Growth,37:03.0,B102,BO_6,FA002,Emily Johnson,C0314,48,5,1,1/14/2025,FA002,Emily Johnson,Compliance Officer,C0314,Stephanie,Carrillo,A6085,Luxury Estate,Sold,7/8/2017,210291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C0314,Stephanie,Carrillo,E13747,RetailWorks,Software Engineer,3/7/2021,FinanceInc,C0314,Stephanie,Carrillo,Divorced,Single,4/25/2020,T11137,C0314,6/12/2024,Mortgage Loan Disbursement,14281.96,Credit,Wells Fargo
